,sentiment,sentence
160,1,"Bien  L´hôtel est à un emplacement idéal à 3 mn à pied de la gare de l´est et du métro, près de l´église St Laurent. Il faisait très chaud et on ne pouvait pas ouvrir les fenetres car la rue est très bruyante. Pas de clim. Certainement une bonne adresse à retenir mais pas en été."
161,1,"Bien  La localisation, le rapport qualité prix, chambre plutôt spacieuse pour Paris Le bruit de la soufflerie de la salle de bain qui tourne en permanence"
162,1,"Bonne option pour court séjour Situation géographique proche gare de l’est 
Excellente literie, propreté de la chambre, lit king size Ma chambre soit disant sur cour donnait sur le côté de la rue, en face d’un bar très animé. Fenêtres fermées l’insonorisation était bonne, mais intenable quand il fait chaud. L’insonorisation entre les chambres voisines pourrait être améliorée."
163,1,"Globalement un bon hôtel Personnel accueillant et disponible, les chambres sont confortables. Le rapport qualité prix du petit déjeuner pourrait s'améliorer."
164,1,"Superbe La propreté de la chambre, le grand lit, l'amabilité du personnel , la facilité d'accès à la sortie du métro. Pas loin de la gare de l'est. J'étais à la chambre 503 taille correct pour une personne seule ou en couple mais pas avec des enfants. Le manque de la clim qui en période de grosse chaleur aurait été plus qu'apreciable,car dormir avec les fenêtres ouvertes est juste pas possible trop de bruit donc obligé de fermer la fenêtre et dormir avec une chaleur ettoufante = mal de tête au réveil pour ma part 😞."
165,1,"Bien  Bouilloire dans la chambre, calme, bon rapport Q/P, chambre plutôt grande pour Paris Pas de fruits frais au petit-déjeuner"
166,1,"Exceptionnel J’ai trouvé Hatim très accueillant , efficace et rapide dans la prise en charge de la réservation. Il c’est monté bienveillant tout au long du séjour. C’était formidable. nan"
167,1,Exceptionnel J’ai adoré mon séjour et super personnel d’accueil dont Hatim souriant et disponible à tout moment nan
168,1,A recommander L'amabilité de Brahim et Hatim et leur accueil. Hôtel très confortable. Propreté irréprochable. Literie confortable. A recommander. Excellent rapport qualité/prix. nan
169,1,"Le meilleur hôtel de Paris que je connaisse. J'ai eu des problèmes pour payer avec une carte bancaire et j'ai contacté la réception de l'hôtel. La réception de l'hôtel m'a informé que ce n'était pas un problème et nous pouvons payer sur place avec de l'argent. C'était à ma portée car sur Booking.com, ils m'ont dit que ma réservation serait annulée si je ne payais pas avec une carte de crédit, mais l'hôtel m'a informé que la réservation serait conservée jusqu'à notre arrivée. Quand nous sommes arrivés à l'hôtel, nous attendions déjà et avons accordé une attention exceptionnelle et aidé à rester dans nos chambres. Le manager de l'hôtel Ms Brahim Hatin a demandé quand nous partions demain, je lui ai dit que le train à 17h30, il savait que nous avions 60 kg de fret derrière nous et donc poliment autorisé à rester jusqu'à 14h00. C'était vraiment humain, de sa part, car transporter une charge de 60 kg à Paris est très gênant. Les chambres sont propres, fraîches, propres, bien meublées avec un immense lit sur lequel vous dormez à 100%. Les toilettes de douche sont tout simplement super. Par conséquent, je donne la meilleure note à cet hôtel et je le recommande aux personnes qui visitent la ville de Paris pour affaires. nan"
170,1,Exceptionnel L’accueil nan
171,1,"Passable Jai aimer le personnel Bonjour ,
Les employés étaient super sympa, les équipements n'étaient pas vraiment à ma hauteur, l'ascenseur, les portes etc 
La chambre n'était pas totalement propre, car nous avons trouvé une serviette sale 
Le lit été confortable"
172,1,"Agréable Le confort de la literie et la situation proche de la gare. La proprete tres limite 
L eclairage general ne fonctionnait pas
Le frigo ne fonctionnait pas 
Et le pommeau de douche etait casse"
173,1,Exceptionnel L’accueil de Toufik super Rien
174,1,Exceptionnel Tou Exelen aceuil établissement prope
175,1,"Exceptionnel Pour Serge: Ne touche plus rien, t'as les bons réglages! nan"
176,1,"Exceptionnel J'ai apprécié le professionnalisme du personnel.toufik ahmed amina et serge .shopping, site touristique, restaurant et bars a proximité.près des transports en commun.la chambre est propres pres du centre ville et la gentillesse des personnels sur tout a l'accueil. nan"
177,1,"Exceptionnel Le gérant est d'une très grande gentillesse, l'hôtel n'étant pas complet, il nous a surclassé sans frais supplémentaires.
Cet établissement est un excellent rapport qualité prix, je vous le recommande ! J'aurai aimé une décoration plus soignée."
178,1,Exceptionnel Une petite chanson d'Anniversaire pour ma fille au check-out faîte par la belle voix du sympathique Serge ! nan
179,1,Exceptionnel Très bonne location. Personnel très serviable et agréable. Bon petit-déjeuner. Rien
180,1,"Passable Hôtel très bien situé, personnel sympathique. Tringle du rideau de la chambre descellée du mur.
Et surtout un prix excessif par rapport à d'habitude, 240 € la nuit (au lieu de 110 €) sous prétexte d'une Fashion Week et d'un championnat de Volley."
181,1,Exceptionnel Tout était parfait! nan
182,1,"trop cher pour le niveau de l'hotel Les chambres sont petites et les équipements moyens (ventilateur, frigo qui ne refroidit pas, la douche vieillote clim portative cuvette wc qui ne tient pas relevée,etc..)
le petit déjeuner est très moyen (table super basse), la réception qui éteint la tv pour mettre de la musique trop forte
croissants et jus orange de médiocre qualité. Les quantités juste suffisantes le prix exorbitant (260€ la nuit) pour une chambre petite,des équipements vétustes, un PDJ bof.
Photos ne reflètent pas le niveau de l'établissement"
183,1,"Exceptionnel Tout . L’accueil, la propreté, l’emplacement. Je n’ai pas testé le petit-déjeuner. Je recommande cet établissement nan"
184,1,Agréable Emplacement Insonorisation et qualité du petit déjeuner
185,1,"Je recommande ! Confort/Emplacement/rapport qualité prix Le professionnalisme et le sourire de Serge à la réception. Un bon point aussi à Hatim, convivial même a une heure tardive.
La situation géographique. Fonctionnalité. La bouilloire et le café dans la chambre. nan"
186,1,Exceptionnel Tout La literie le vrai jus d'orange le matin et un petit déjeuner complet et un personnel très accueillant souriant très aimable
187,1,"Passable Petit déjeuner complet, situation géographique La taille de la chambre n’est pas celle indiquée sur le site. Tout est extrêmement compact et entassé. Impossible de circuler autour du lit.
Climatisation mobile et frigo éteint très encombrant."
188,1,"Un séjour romantique au coeur d'une merveilleuse capitale PARIS Maurizio Proximité de la Gare de l'Est et bus, Accueil courtois et enthousiaste, disponibilité, amabilité et sens du service du personnel, informations tourisme transports & mobilité précises, propreté de l'hôtel et des chambres au top, Sonorité Faible on entends rien :) Excellent confort des chambres et lits, Petit déjeuner varié et très appétissant, présence du personnel même à minuit (sécurisant), nan"
189,1,"Tout à fait ce dont nous avions besoin pour ce voyage à Paris. Petit déjeuner très correct, excellente baguette. 
Propreté impeccable de la chambre et de la douche et sanitaire, bravo!
Bien calme pour un hôtel à Paris Les sièges de la salle manger au petit déjeuner, vraiment trop bas et trop profond pour que nous arrivions à en ressortir facilement surtout pour des personnes ayant des problèmes de dos!!!"
190,1,"Exceptionnel Le calme, la situation et la gentillesse de l'accueil. Petit déjeuner varié, au calme, sans la télé à fond. On se sent chez soi. C'est très cosy. Rien, c'était parfait, conforme au descriptif."
191,1,"Bon  L’emplacement La vue sur le mur à 30 cm décore de fleurs artificielles et d’une toile. 
Le film « alimentaire » faisant office de « coupe chaleur.
Le manque de prise pour brancher le téléphone (1).
La climatisation portative très bruyante."
192,1,Exceptionnel L'appartement était très bien et confortable. L'accueil était excellent et très aimable. La personne a l'accueil a même retenu mon nom. Belle attention. Il n'y a pas d'élément que je n'ai pas apprécié.
193,1,Très bien ! Personnel sympa ! Tout était parfait !
194,1,Séjour agréable . Rien à reprocher. Merci au perdonnel dans don ensemble et à Monsieur TOUFIK en particulier. nan
195,1,"Exceptionnel Confortable, propre et personnel souriant et à l'écoute. nan"
196,1,Passable Situation proche des gares (Est et Nord) Chambre trop petite
197,1,"Très sympa L'emplacement : le quartier avec le canal Saint martin, ses petites ruelles, ses restaurants et son marché couvert 
Le personnel : très agréable et sympathique nan"
198,1,"Exceptionnel L’hôtel est proche de la gare et métro 
La chambre est propre , confortable .
Le personnel est aimable et attentionné .tres bon accueil . 
Le petit déjeuner est correct ..
C’est la 2 eme fois que nous venons dans cet hôtel ! Chambre un peu petite"
199,1,"Très bon séjour dans un hôtel très propre et d’allure moderne. A recommander. Belle chambre propre. Décoration moderne. SDB impeccable. Lit comfortable. 
Personnel agréable. Plutôt calme même si l’iso n’est pas parfaite comme dans la plupart des hôtels parisiens de ce type. 
Très bonne surprise. Chambre peut-être un peu petite une fois les s valises installées."
200,1,Exceptionnel Super accueil chambre propre bien équipée bien décorée calme très très bien je recommande Chambre un peu petite
201,1,"Exceptionnel L'accueil du personnel .Merci à KAMEL de la réception, son collègue de nuit et à la personne qui s'occupait des petits déjeuners. Personnel très aimable et souriant .Très bon séjour à l'hôtel SOFT 
.A refaire si nous revenons . Annie, Valérie et Nathalie . nan"
202,1,"Sejour Vip de rêve à un prix incroyable. L'accueil de Toufik, le delicat parfum dans la chambre (rarissime !). Chambre et salle de bain très spacieuses, déco classe et tendance, la multitude de chaînes . Tres calme. Rapport qualité prix sans équivalent.... Rien"
203,1,"Exceptionnel proximité des gares, calmes, personels adorables. nan"
204,1,"Belle découverte. Confort, calme, excellent rapport qualité-prix. L'accueil très sympathique, la chambre très calme, le lit confortable, la proximité des gares et des restaurants. Rien. Tout était parfait!"
205,1,"Hôtel agréable et bien placé La déco de la chambre, le fait que l'on ai respecté notre demande de chambre au calme, l'accueil, la gentillesse du personnel Le beurre périmé au petit dèj, et les traces douteuses sur les murs de la salle de bain. Le petit dej est très basique, on s'attendait à mieux au vu des photos sur booking, et pour un hôtel de cette catégorie. Le petit dej est très bien pour ceux qui aiment manger salé..."
206,1,"Je recommande SOFT Hôtel confortable
J'envisage de revenir lors d'un prochain voyage à Paris.
La proximité des gares et l'accès pratique et immédiat aux bus urbains nan"
207,0,Médiocre  Hôtes très désagréable. Fuir... Hôtes très désagréable. Fuir...
208,0,"Agréable Chambre bruyante du à la proximité de l'ascenseur qui vibre lorsque quil fonctionne et de la ventilation de la salle de bain.
Mauvais rapport qualité-prix du petit dejeuner Chambre bruyante du à la proximité de l'ascenseur qui vibre lorsque quil fonctionne et de la ventilation de la salle de bain.
Mauvais rapport qualité-prix du petit dejeuner"
209,1,"Bon pied à terre à Paris. Bon rapport qualité prix. Très bien. Personnel agréable. Chambre propre, confortable, bonne literie. Petit déjeuner fort correct. Rien"
210,1,"Parfait pour un week-end ! Petite chambre fonctionnelle. Salle de bains impeccable et douche de qualité. Personnel aimable. 
Situation calme et à proximité du métro (5 à 6 minutes à pied). A recommander. J'aurais préféré avoir une vraie salle à manger pour le petit-déjeuner plutôt que de manger dans le salon."
211,1,"Exceptionnel L’accueil, la taille du lit, l’equipement de la salle de bain. L’espace restant dans la chambre est limité mais ca n’est pas trop dérangeant"
212,1,Visite Séjour détente agreable nan
213,0,Decevant Literie Décoration taille de la chambre et de la salle de bain bruit de l ascenseur
214,1,"Bonne situation. Personnel très agréable. Chambres confortables. Accueil très professionnel et chaleureux.
Chambre très agréable, assez calme.
Literie très confortable
Bonne situation à proximité de la Gare de l'Est et du Canal Saint-Martin. Un petit espace de rangement pour les affaires / valises..."
215,0,Assez médiocre  l'emplacement Chambre avec 3 lits séparé le troisieme lit etait un lit depliant ne pas mesurer plus de 1.80m sinon ca dépasse devant et derrière.
216,0,Passable La situation géographique de l'hotel. La propreté. Chambre au RDC sans voilage aux fenetres donnant sur cours intérieure: obligé de vivre rideaux opaques fermés en permanence. Odeur nauséabonde dans les sanitaires. Bruits du personnel de ménage toute la journée. Literie de très mauvaise qualité.
217,1,"Passable Chambre ridiculement petite. 
120 euros c'est beaucoup. La chambre."
218,0,"impéccable dans son ensemble! son accueil et sa déco. la proximité des restos, du lieu où nous devions nous rendre. la vue sur un mùr!"
219,1,"Top ! Accueil au top comme d'habitude, merci à Ahmed.
Outre la situation géographique de l'hôtel très pratique, l'accueil fait partie des raisons principales du choix de cet hôtel! rien"
220,1,"pratique c'est tout Accueil aimable, le petit déjeuner est très correct et effort louable à saluer. Salle du petit déjeuner au rez de chaussée et non en sous sol comme d'autres hôtels. Bien situé entre gare de l'est et l'hôpital Saint Louis proche du canal St-Martin, avec quelques restaurants dont la Taverne De Zhao en face que je vous recommande les yeux fermés. L'isolation phonique quasi inexistante, la moquette dans la chambre et la vue en ouvrant la fenêtre. Une petite odeur dans la salle d'eau."
221,1,Parfait Lit très confortable. Petit déjeuner copieux et personnel très accueillant ( merci toufik). nan
222,1,Agréable le calme de la chambre et la proximité relative de la gare le manque de clim
223,1,Agréable chambre 1 personne un peu trop petite chambre 1 personne un peu trop petite
224,1,assez propre et pres de la gare sans defaut flagrant mais vraiment minimum de cette categorie sans defaut flagrant mais vraiment minimum de cette categorie
225,1,Exceptionnel Très belle hôtel accueil du personnel au top à votre écoute chambre très confortable avec tout le confort qui vas avec . Chambre côté court très calme vraiment un séjour très agréable je reviendrais l’or de ma prochaine visite . Bravo Tout a été dit si dessus
226,1,"Très bon accueil et jolie chambre. L'accueil était très bien, chambre accessible avec ascenseur. Chambre bien équipée, douche spacieuse. Nous avons passé un très bon séjour. Le lit était en fait deux lits rassemblés, ce qui étaient parfois gênant car assez mobile. Sinon tout était très bien."
227,1,"Bien  Très agréable accueil,personnel très avenant et disponible Rien"
228,1,"Fabuleux  La propreté et la bonne odeur, ce qui est rare dans un 3* a paris ! Rien"
229,1,"Séjour très agréable Très bien placé, chambre correcte et propre, lit confortable, assez calme. Le personnel était également agréable et souriant, merci à Serge ! nan"
230,1,"hôtel agréable, bien disposé, rue relativement calme, personnel au top. Accueil très agréable, personnel à l'écoute et disponible à toute heure, rend service de suite, merci.
Chambre très propre, qui sentais bon, agréable. chambre un peu petite, pas de prise près du lit."
231,1,"Très bon séjour L'emplacement dans Paris, la chambre bien isolée et bien équipée et l'accueil chaleureux. L'hôtel était très bien. Peut être une literie un peu trop ferme à notre goût."
232,1,"Très bien le café ! 
la clim mobile dans la chambre le café ! 
la clim mobile dans la chambre"
233,1,"Escale parisienne Hôtel très propre, personnel très agréable, bonne literie. Nous ne demandions pas plus pour cette petite escale parisienne. Les chambres sont petites mais avec tout le confort nécessaire."
234,1,"Une adresse pratique près de la Gare de l’Est Personnel souriant et agréable. Chambre simple mais calme. 
Petit déjeuner simple mais assez complet et bon Le ventilateur et la clim portable auraient pu enlevés, car la chambre était petite et cela aurait permis un gain de place.
Manque cruel de prises"
235,1,Très bien Rapport qualité /prix et emplacement proche de la gare Est Informations peu précises sur le parking et changement de chambre en dernière minute.
236,1,Bien  L’accueil Tout est bien
237,0,"Bien  La gentillesse du personnel
Le calme des chambres
L'emplacement de l'hotel Wifi un peu lent"
238,1,"Exceptionnel Très bon accueil, chambre impeccable et confortable
Merci nan"
239,1,"Je recommande Le personnel est super sympathique, l’hôtel est calme et très propre. Le petit dej super bon et complet 👍🏼 Merci à Amina qui nous a mis très à l’aise lors du petit déjeuner❤️ Tout s’est bien passé"
240,1,Adresse à conseiller Emplacement excellent proche de la gare de l'Est nan
241,0,Demander si la chambre est climatisée L'accueil du personnel aux petits soins Il n'est pas acceptable d'être un hôtel 3 étoiles et de ne pas voir des chambres climatisés. Le climatiseur proposé dans la chambre est relié à un gros tuyau qui doit être mis à la fenêtre ouverte donc au final le rafraîchissement est compliqué. Bref ce n'est pas la hauteur.
242,1,"Agréable L’accueil, l’amabilité et la réactivité du personnel.
Avoir une baignoire (avec un bébé de 15 mois c’était plus facile).
Le ventilateur mis à disposition
Le calme de la chambre
Proximité avec la gare du Nord On était 3 (2 adultes et un bébé de 15 mois) mais à notre arrivée il n’y avait que des serviettes pour 2 (problème réglé directement après ma remarque)
Pas de matelas dans le lit bébé!!! (Heureusement que j’avais le nôtre)
Sèche cheveux en panne (problème réglé directement après ma remarque)
Chambre un peu petite pour 3
Ascenseur et couloirs très étroits"
